_id,UN_VOL_AV,ID_EDIF,area,proprieta,Classifica,LONG_X_4326_CENTROID,LAT_Y_4326_CENTROID,Location
496,40.185,E00000024355,389.199,Dato non in possesso,Insediamenti residenziali,9.197251016496493,45.47755371242811,"(45.47755371242811, 9.197251016496493)"
497,30.313,E00000023458,192.555,Dato non in possesso,Insediamenti residenziali,9.211667590441614,45.474174498292314,"(45.474174498292314, 9.211667590441614)"
498,17.064,E00000026868,108.064,Dato non in possesso,Insediamenti residenziali,9.24158257589278,45.48680660993009,"(45.48680660993009, 9.24158257589278)"
499,27.0,E00000052993,112.104,Dato non in possesso,Insediamenti residenziali,9.2173985523436,45.489393523475684,"(45.489393523475684, 9.2173985523436)"
500,9.216,E00000033770,88.3195,Dato non in possesso,Insediamenti residenziali,9.217692365285682,45.48087567291149,"(45.48087567291149, 9.217692365285682)"
501,27.057,E00000032959,134.264,Dato non in possesso,Insediamenti residenziali,9.214998276263985,45.48491208077232,"(45.48491208077232, 9.214998276263985)"
502,25.12,E00000032321,181.166,Dato non in possesso,Insediamenti residenziali,9.194427772308464,45.47321374358227,"(45.47321374358227, 9.194427772308464)"
503,30.303,E00000025086,174.142,Dato non in possesso,Insediamenti residenziali,9.22100390741829,45.47933226740796,"(45.47933226740796, 9.22100390741829)"
504,15.82,E00000025310,70.3645,Dato non in possesso,Insediamenti residenziali,9.200753543263245,45.48015786198781,"(45.48015786198781, 9.200753543263245)"
505,60.975,E00000023340,161.249,Dato non in possesso,Insediamenti residenziali,9.166387757355105,45.472360567474524,"(45.472360567474524, 9.166387757355105)"
506,19.288,E00000025606,62.3512,Dato non in possesso,Insediamenti residenziali,9.210563533050435,45.48249445527445,"(45.48249445527445, 9.210563533050435)"
507,32.21,E00000022875,29.8715,Dato non in possesso,Insediamenti residenziali,9.19089031550657,45.47242182347491,"(45.47242182347491, 9.19089031550657)"
508,42.67,E00000032516,66.1536,Dato non in possesso,Insediamenti residenziali,9.197766139290815,45.47710414716451,"(45.47710414716451, 9.197766139290815)"
509,16.956,E00000032564,102.675,Dato non in possesso,Insediamenti residenziali,9.210796830274772,45.478935501950616,"(45.478935501950616, 9.210796830274772)"
510,23.03,E00000023607,192.706,Dato non in possesso,Insediamenti residenziali,9.191831476701227,45.474774778546504,"(45.474774778546504, 9.191831476701227)"
511,30.45,E00000024621,186.905,Dato non in possesso,Insediamenti residenziali,9.203524202399027,45.47837992194823,"(45.47837992194823, 9.203524202399027)"
512,9.97,E00000032494,89.3666,Dato non in possesso,Servizi pubblici,9.208974332294275,45.47679996741297,"(45.47679996741297, 9.208974332294275)"
513,27.101,E00000032457,52.5151,Dato non in possesso,Insediamenti residenziali,9.2228744233772,45.47593314372964,"(45.47593314372964, 9.2228744233772)"
514,5.454,E00000033271,280.5,Dato non in possesso,Insediamenti residenziali,9.221099008331105,45.47558714643003,"(45.47558714643003, 9.221099008331105)"
515,30.53,E00000023219,347.597,Dato non in possesso,Insediamenti residenziali,9.186341215627762,45.4731726574875,"(45.4731726574875, 9.186341215627762)"
516,16.76,E00000022877,291.009,Dato non in possesso,Insediamenti residenziali,9.189834196310422,45.4727961053023,"(45.4727961053023, 9.189834196310422)"
517,13.088,E00000022455,332.117,Dato non in possesso,Insediamenti residenziali,9.193011237392922,45.47208929403541,"(45.47208929403541, 9.193011237392922)"
518,25.91,E00000033007,115.945,Dato non in possesso,Insediamenti residenziali,9.226178626858383,45.48676724254206,"(45.48676724254206, 9.226178626858383)"
519,23.97,E00000052948,78.1793,Dato non in possesso,Insediamenti residenziali,9.202815145160118,45.48193667954857,"(45.48193667954857, 9.202815145160118)"
520,5.61,E00000029282,192.122,Dato non in possesso,Insediamenti residenziali,9.217733395340218,45.480648757847405,"(45.480648757847405, 9.217733395340218)"
521,3.608,E00000025823,245.801,Dato non in possesso,Edifici scolastici,9.243310329074985,45.48378651524574,"(45.48378651524574, 9.243310329074985)"
522,17.259,E00000032648,31.7364,Dato non in possesso,Insediamenti residenziali,9.219252551321135,45.47988727793108,"(45.47988727793108, 9.219252551321135)"
523,20.4,E00000023619,48.1412,Dato non in possesso,Insediamenti residenziali,9.192776284837844,45.47328783948796,"(45.47328783948796, 9.192776284837844)"
524,23.09,E00000024092,170.733,Dato non in possesso,Insediamenti residenziali,9.202481335185553,45.47628633201748,"(45.47628633201748, 9.202481335185553)"
525,14.925,E00000025670,101.713,Dato non in possesso,Insediamenti residenziali,9.217558334794838,45.48151649327192,"(45.48151649327192, 9.217558334794838)"
526,23.103,E00000032871,76.7441,Dato non in possesso,Insediamenti residenziali,9.224078816252609,45.481603078638216,"(45.481603078638216, 9.224078816252609)"
527,23.964,E00000033122,604.535,Dato non in possesso,Insediamenti residenziali,9.241584580944657,45.488306218736476,"(45.488306218736476, 9.241584580944657)"
528,27.585,E00000026408,65.6569,Dato non in possesso,Insediamenti residenziali,9.213641522837365,45.48548947334404,"(45.48548947334404, 9.213641522837365)"
529,32.771,E00000027609,70.3097,Dato non in possesso,Insediamenti residenziali,9.222742715932883,45.49091841874677,"(45.49091841874677, 9.222742715932883)"
530,4.62,E00000032559,356.412,Dato non in possesso,Insediamenti residenziali,9.201828664012083,45.478278358622305,"(45.478278358622305, 9.201828664012083)"
531,28.45,E00000023271,125.301,Dato non in possesso,Insediamenti residenziali,9.208284763861565,45.47370072094516,"(45.47370072094516, 9.208284763861565)"
532,14.205,E00000026556,23.7094,Dato non in possesso,Insediamenti residenziali,9.227814802066177,45.48538811765744,"(45.48538811765744, 9.227814802066177)"
533,19.33,E00000023606,319.1,Dato non in possesso,Insediamenti residenziali,9.192117825915428,45.47470576174965,"(45.47470576174965, 9.192117825915428)"
534,4.729,E00000022432,94.148,Dato non in possesso,Insediamenti residenziali,9.201397728678385,45.471922257574626,"(45.471922257574626, 9.201397728678385)"
535,20.59,E00000025799,102.622,Dato non in possesso,Insediamenti residenziali,9.234129953028337,45.48297161774759,"(45.48297161774759, 9.234129953028337)"
536,16.049,E00000009242,105.965,Dato non in possesso,Insediamenti residenziali,9.21822410551624,45.480375409018926,"(45.480375409018926, 9.21822410551624)"
537,27.02,E00000023620,99.9219,Dato non in possesso,Insediamenti residenziali,9.192930895863126,45.47393109121276,"(45.47393109121276, 9.192930895863126)"
538,25.778,E00000025460,169.393,Dato non in possesso,Insediamenti residenziali,9.213736185965926,45.480965954819126,"(45.480965954819126, 9.213736185965926)"
539,34.539,E00000032394,355.551,Dato non in possesso,Insediamenti residenziali,9.217928835673435,45.47402546385141,"(45.47402546385141, 9.217928835673435)"
540,15.246,E00000023381,138.312,Dato non in possesso,Insediamenti residenziali,9.21144492058983,45.47401251188942,"(45.47401251188942, 9.21144492058983)"
541,20.52,E00000033056,32.5377,Dato non in possesso,Insediamenti residenziali,9.226583160885538,45.4870002787413,"(45.4870002787413, 9.226583160885538)"
542,5.322,E00000024058,152.467,Dato non in possesso,Insediamenti residenziali,9.218243393239021,45.476161910767324,"(45.476161910767324, 9.218243393239021)"
543,16.884,E00000026869,114.808,Dato non in possesso,Insediamenti residenziali,9.241535746020126,45.48710372959416,"(45.48710372959416, 9.241535746020126)"
544,5.097,E00000024643,426.238,Dato non in possesso,Insediamenti residenziali,9.218448535684235,45.47876885885487,"(45.47876885885487, 9.218448535684235)"
545,23.178,E00000025666,26.9991,Dato non in possesso,Insediamenti residenziali,9.217417652298911,45.481796761072545,"(45.481796761072545, 9.217417652298911)"
546,31.377,E00000022199,164.213,Dato non in possesso,Insediamenti residenziali,9.236939785967259,45.47172254678321,"(45.47172254678321, 9.236939785967259)"
547,19.265,E00000026405,61.2514,Dato non in possesso,Insediamenti residenziali,9.214020904786597,45.48555336129396,"(45.48555336129396, 9.214020904786597)"
548,24.198,E00000025221,25.1383,Dato non in possesso,Insediamenti residenziali,9.226246671493744,45.480612742768386,"(45.480612742768386, 9.226246671493744)"
549,19.869,E00000023923,38.2337,Dato non in possesso,Insediamenti residenziali,9.215575028001917,45.47534916226137,"(45.47534916226137, 9.215575028001917)"
550,23.559,E00000026574,48.9952,Dato non in possesso,Insediamenti residenziali,9.22897389181684,45.48483886828113,"(45.48483886828113, 9.22897389181684)"
551,20.47,E00000023448,51.1747,Dato non in possesso,Insediamenti residenziali,9.21524158774924,45.47420418391253,"(45.47420418391253, 9.21524158774924)"
552,39.886,E00000032516,189.527,Dato non in possesso,Insediamenti residenziali,9.19776398390644,45.477032885268706,"(45.477032885268706, 9.19776398390644)"
553,15.38,E00000024193,92.7124,Dato non in possesso,Insediamenti residenziali,9.204472648736699,45.47665869409422,"(45.47665869409422, 9.204472648736699)"
554,11.15,E00000024274,101.217,Dato non in possesso,Insediamenti residenziali,9.203018129910468,45.476856282150884,"(45.476856282150884, 9.203018129910468)"
555,27.88,E00000025811,119.31,Dato non in possesso,Insediamenti residenziali,9.206596302108435,45.48265365678205,"(45.48265365678205, 9.206596302108435)"
556,14.949,E00000024433,54.2543,Dato non in possesso,Insediamenti residenziali,9.219540741832736,45.47707686183064,"(45.47707686183064, 9.219540741832736)"
557,20.823,E00000024469,19.5,Dato non in possesso,Insediamenti residenziali,9.218623946322534,45.47806657683821,"(45.47806657683821, 9.218623946322534)"
558,27.04,E00000023864,602.737,Dato non in possesso,Insediamenti residenziali,9.195112521334773,45.47386372888851,"(45.47386372888851, 9.195112521334773)"
559,37.42,E00000022901,124.801,Dato non in possesso,Insediamenti residenziali,9.196973616240212,45.47226533784744,"(45.47226533784744, 9.196973616240212)"
560,20.1,E00000009222,226.565,Dato non in possesso,Insediamenti residenziali,9.216310473062626,45.47615468384612,"(45.47615468384612, 9.216310473062626)"
561,15.948,E00000025312,49.5201,Dato non in possesso,Insediamenti residenziali,9.200761681647856,45.48065017023066,"(45.48065017023066, 9.200761681647856)"
562,23.7,E00000023620,47.0224,Dato non in possesso,Insediamenti residenziali,9.193009679469746,45.47390157845349,"(45.47390157845349, 9.193009679469746)"
563,27.085,E00000026408,125.331,Dato non in possesso,Insediamenti residenziali,9.213705730882793,45.48563047083832,"(45.48563047083832, 9.213705730882793)"
564,30.28,E00000022901,87.3443,Dato non in possesso,Insediamenti residenziali,9.196936321564312,45.47225533032601,"(45.47225533032601, 9.196936321564312)"
565,5.41,E00000023988,31.4747,Dato non in possesso,Insediamenti residenziali,9.218699212195533,45.474986965949135,"(45.474986965949135, 9.218699212195533)"
566,20.049,E00000025397,1260.92,Dato non in possesso,Insediamenti residenziali,9.232748904932016,45.48114055091783,"(45.48114055091783, 9.232748904932016)"
567,17.938,E00000032532,19.5704,Dato non in possesso,Insediamenti residenziali,9.218289963939911,45.47809494239636,"(45.47809494239636, 9.218289963939911)"
568,14.288,E00000024469,14.4075,Dato non in possesso,Insediamenti residenziali,9.218380173423999,45.478117330419444,"(45.478117330419444, 9.218380173423999)"
569,14.445,E00000027049,242.083,Dato non in possesso,Insediamenti residenziali,9.227759753869604,45.48692173708346,"(45.48692173708346, 9.227759753869604)"
570,6.225,E00000022724,305.288,Dato non in possesso,Insediamenti residenziali,9.235408596511625,45.47256572410356,"(45.47256572410356, 9.235408596511625)"
571,40.524,E00000052932,241.824,Dato non in possesso,Insediamenti residenziali,9.195645011114994,45.478045260342604,"(45.478045260342604, 9.195645011114994)"
572,27.197,E00000032959,92.0552,Dato non in possesso,Insediamenti residenziali,9.214656233945002,45.4851005854098,"(45.4851005854098, 9.214656233945002)"
573,8.381,E00000023718,26.7065,Dato non in possesso,Insediamenti residenziali,9.217790037446997,45.474857131217206,"(45.474857131217206, 9.217790037446997)"
574,17.03,E00000022861,266.057,Dato non in possesso,Insediamenti residenziali,9.189797953265442,45.47259931794067,"(45.47259931794067, 9.189797953265442)"
575,6.35,E00000025429,165.691,Dato non in possesso,Insediamenti residenziali,9.20232912964183,45.48144236909494,"(45.48144236909494, 9.20232912964183)"
576,15.435,E00000032573,135.084,Dato non in possesso,Insediamenti residenziali,9.220128684716768,45.47902834061218,"(45.47902834061218, 9.220128684716768)"
577,22.6,E00000053021,247.421,Dato non in possesso,Insediamenti residenziali,9.1897390797804,45.474597911864144,"(45.474597911864144, 9.1897390797804)"
578,30.3,E00000024516,187.331,Dato non in possesso,Insediamenti residenziali,9.202956816605914,45.478260743187676,"(45.478260743187676, 9.202956816605914)"
579,31.524,E00000025600,101.107,Dato non in possesso,Insediamenti residenziali,9.210327346731015,45.48259116103016,"(45.48259116103016, 9.210327346731015)"
580,18.38,E00000025428,173.866,Dato non in possesso,Insediamenti residenziali,9.20198663226802,45.4809671216898,"(45.4809671216898, 9.20198663226802)"
581,12.064,E00000009245,23.888,Dato non in possesso,Insediamenti residenziali,9.218921591181687,45.481523738670106,"(45.481523738670106, 9.218921591181687)"
582,4.972,E00000032200,38.0836,Dato non in possesso,Insediamenti residenziali,9.226965672573522,45.47243069124132,"(45.47243069124132, 9.226965672573522)"
583,17.288,E00000022289,57.3057,Dato non in possesso,Insediamenti residenziali,9.207450605465088,45.47193269548291,"(45.47193269548291, 9.207450605465088)"
584,19.159,E00000029272,30.7647,Dato non in possesso,Insediamenti residenziali,9.216428745246658,45.47541118124462,"(45.47541118124462, 9.216428745246658)"
585,17.258,E00000023461,17.5838,Dato non in possesso,Insediamenti residenziali,9.211870745926122,45.47400662358669,"(45.47400662358669, 9.211870745926122)"
586,24.044,E00000024627,56.8628,Dato non in possesso,Insediamenti residenziali,9.211573234609723,45.478183321457394,"(45.478183321457394, 9.211573234609723)"
587,7.867,E00000024634,145.611,Dato non in possesso,Insediamenti residenziali,9.218660764706732,45.47880591760884,"(45.47880591760884, 9.218660764706732)"
588,11.928,E00000023279,236.09,Dato non in possesso,Insediamenti residenziali,9.209298348943653,45.47293655076248,"(45.47293655076248, 9.209298348943653)"
589,19.67,E00000024523,243.704,Dato non in possesso,Insediamenti residenziali,9.200804205873657,45.478157454952104,"(45.478157454952104, 9.200804205873657)"
590,24.886,E00000022190,21.5697,Dato non in possesso,Insediamenti residenziali,9.206275475662977,45.47180912042859,"(45.47180912042859, 9.206275475662977)"
591,16.019,E00000032569,246.523,Dato non in possesso,Insediamenti residenziali,9.21922560358879,45.47842302224844,"(45.47842302224844, 9.21922560358879)"
592,16.656,E00000023624,44.896,Dato non in possesso,Insediamenti residenziali,9.192505280153226,45.47314636653399,"(45.47314636653399, 9.192505280153226)"
593,19.343,E00000024954,96.8484,Dato non in possesso,Insediamenti residenziali,9.212218759577754,45.47895166484613,"(45.47895166484613, 9.212218759577754)"
594,21.89,E00000032573,79.9917,Dato non in possesso,Insediamenti residenziali,9.2198677659544,45.47899996664052,"(45.47899996664052, 9.2198677659544)"
595,26.1,E00000026182,257.371,Dato non in possesso,Insediamenti residenziali,9.232284012980584,45.483757315513614,"(45.483757315513614, 9.232284012980584)"
596,8.559,E00000025341,63.1695,Dato non in possesso,Insediamenti residenziali,9.219989286152083,45.48084171005704,"(45.48084171005704, 9.219989286152083)"
597,20.77,E00000023285,99.7093,Dato non in possesso,Insediamenti residenziali,9.192995915429872,45.47293555471562,"(45.47293555471562, 9.192995915429872)"
598,19.67,E00000023067,35.8269,Dato non in possesso,Insediamenti residenziali,9.190488457198539,45.47305482097964,"(45.47305482097964, 9.190488457198539)"
599,30.49,E00000032321,790.414,Dato non in possesso,Insediamenti residenziali,9.194759697384281,45.473366016675826,"(45.473366016675826, 9.194759697384281)"
600,4.997,E00000032959,88.0143,Dato non in possesso,Insediamenti residenziali,9.214848855308139,45.484910145303886,"(45.484910145303886, 9.214848855308139)"
601,30.966,E00000023988,49.1163,Dato non in possesso,Insediamenti residenziali,9.21882863116738,45.47503016436895,"(45.47503016436895, 9.21882863116738)"
602,15.44,E00000023265,29.17,Dato non in possesso,Insediamenti residenziali,9.204486963315382,45.47361453204096,"(45.47361453204096, 9.204486963315382)"
603,22.294,E00000032880,111.839,Dato non in possesso,Insediamenti residenziali,9.225260984169848,45.48224638375598,"(45.48224638375598, 9.225260984169848)"
604,13.318,E00000026586,111.874,Dato non in possesso,Insediamenti residenziali,9.228294610590636,45.485487178964654,"(45.485487178964654, 9.228294610590636)"
605,33.905,E00000032391,240.493,Dato non in possesso,Insediamenti residenziali,9.217959843724332,45.47440808966528,"(45.47440808966528, 9.217959843724332)"
606,16.513,E00000032413,122.811,Dato non in possesso,Insediamenti residenziali,9.213213879745854,45.47444482853586,"(45.47444482853586, 9.213213879745854)"
607,33.558,E00000023719,274.339,Dato non in possesso,Insediamenti residenziali,9.218362271718307,45.47425457286086,"(45.47425457286086, 9.218362271718307)"
608,15.598,E00000025728,149.865,Dato non in possesso,Insediamenti residenziali,9.230926369787731,45.482174542255784,"(45.482174542255784, 9.230926369787731)"
609,6.62,E00000023863,42.3586,Dato non in possesso,Insediamenti residenziali,9.196222887020696,45.47465182447318,"(45.47465182447318, 9.196222887020696)"
610,40.45,E00000025041,314.461,Dato non in possesso,Insediamenti residenziali,9.199050287510962,45.47964147959935,"(45.47964147959935, 9.199050287510962)"
611,4.15,E00000024300,107.76,Dato non in possesso,"Insediamenti industriali, artigianali, commerciali",9.248705228739675,45.47381004349548,"(45.47381004349548, 9.248705228739675)"
612,27.166,E00000032870,77.5605,Dato non in possesso,Insediamenti residenziali,9.223845981633609,45.48234930955281,"(45.48234930955281, 9.223845981633609)"
613,13.955,E00000023381,145.016,Dato non in possesso,Insediamenti residenziali,9.21157284523393,45.47392255340934,"(45.47392255340934, 9.21157284523393)"
614,18.84,E00000027251,84.6217,Dato non in possesso,Insediamenti residenziali,9.234043594662257,45.489776517338115,"(45.489776517338115, 9.234043594662257)"
615,31.036,E00000025670,104.224,Dato non in possesso,Insediamenti residenziali,9.217332787974808,45.48153829377039,"(45.48153829377039, 9.217332787974808)"
616,33.22,E00000024607,227.22,Dato non in possesso,Insediamenti residenziali,9.202341382495167,45.4784863805648,"(45.4784863805648, 9.202341382495167)"
617,18.809,E00000024648,37.51,Dato non in possesso,Insediamenti residenziali,9.220225886203348,45.478829117985,"(45.478829117985, 9.220225886203348)"
618,30.007,E00000024858,262.522,Dato non in possesso,Insediamenti residenziali,9.211269425427405,45.47938947435532,"(45.47938947435532, 9.211269425427405)"
619,11.995,E00000025672,47.7346,Dato non in possesso,Insediamenti residenziali,9.217741980711285,45.4821496650642,"(45.4821496650642, 9.217741980711285)"
620,11.82,E00000025133,559.684,Dato non in possesso,Insediamenti residenziali,9.202285414377325,45.47967024601852,"(45.47967024601852, 9.202285414377325)"
621,11.68,E00000025137,80.3335,Dato non in possesso,Insediamenti residenziali,9.202929487395581,45.47985275640552,"(45.47985275640552, 9.202929487395581)"
622,26.93,E00000027190,110.018,Dato non in possesso,Insediamenti residenziali,9.237486070588721,45.48869807014289,"(45.48869807014289, 9.237486070588721)"
623,15.78,E00000025264,60.6433,Dato non in possesso,Insediamenti residenziali,9.208663571381349,45.480295245396356,"(45.480295245396356, 9.208663571381349)"
624,11.108,E00000032550,196.832,Dato non in possesso,Insediamenti residenziali,9.212979312776117,45.47828750452457,"(45.47828750452457, 9.212979312776117)"
625,30.811,E00000025459,434.337,Dato non in possesso,Insediamenti residenziali,9.214105171823906,45.48084149361829,"(45.48084149361829, 9.214105171823906)"
626,26.105,E00000024082,57.1602,Dato non in possesso,Insediamenti residenziali,9.20973471253146,45.47636438296946,"(45.47636438296946, 9.20973471253146)"
627,22.52,E00000033007,146.333,Dato non in possesso,Insediamenti residenziali,9.226232426973315,45.48653717435301,"(45.48653717435301, 9.226232426973315)"
628,22.153,E00000024431,37.2376,Dato non in possesso,Insediamenti residenziali,9.22114690392384,45.47655854226267,"(45.47655854226267, 9.22114690392384)"
629,2.862,E00000025064,338.715,Dato non in possesso,Insediamenti residenziali,9.218148783004798,45.47962320551077,"(45.47962320551077, 9.218148783004798)"
630,8.733,E00000024057,413.614,Dato non in possesso,Insediamenti residenziali,9.217692758678522,45.47619678638693,"(45.47619678638693, 9.217692758678522)"
631,33.731,E00000023988,406.711,Dato non in possesso,Insediamenti residenziali,9.218861187128534,45.47486916636376,"(45.47486916636376, 9.218861187128534)"
632,30.867,E00000024427,435.79,Dato non in possesso,Insediamenti residenziali,9.220912524919775,45.47583236015427,"(45.47583236015427, 9.220912524919775)"
633,20.17,E00000024218,96.4139,Dato non in possesso,Insediamenti residenziali,9.195456066510149,45.476255310181536,"(45.476255310181536, 9.195456066510149)"
634,7.468,E00000032870,529.235,Dato non in possesso,Insediamenti residenziali,9.224230081718824,45.48237728158504,"(45.48237728158504, 9.224230081718824)"
635,18.641,E00000022874,128.348,Dato non in possesso,Insediamenti residenziali,9.190311424015725,45.47223292884327,"(45.47223292884327, 9.190311424015725)"
636,29.84,E00000024863,215.06,Dato non in possesso,Insediamenti residenziali,9.200603289921247,45.47932021429463,"(45.47932021429463, 9.200603289921247)"
637,9.11,E00000025267,52.6999,Dato non in possesso,Insediamenti residenziali,9.208017866196782,45.479919753460905,"(45.479919753460905, 9.208017866196782)"
638,27.872,E00000023585,134.894,Dato non in possesso,Insediamenti residenziali,9.214525931702552,45.47428016127591,"(45.47428016127591, 9.214525931702552)"
639,19.91,E00000023620,29.555,Dato non in possesso,Insediamenti residenziali,9.192842642261363,45.47406218809733,"(45.47406218809733, 9.192842642261363)"
640,7.404,E00000022692,338.227,Dato non in possesso,Insediamenti residenziali,9.212852761378056,45.47160221073421,"(45.47160221073421, 9.212852761378056)"
641,10.657,E00000025752,96.785,Dato non in possesso,Insediamenti residenziali,9.211803592528717,45.48320944062062,"(45.48320944062062, 9.211803592528717)"
642,4.957,E00000032959,64.3082,Dato non in possesso,Insediamenti residenziali,9.214667754075158,45.48499020419599,"(45.48499020419599, 9.214667754075158)"
643,22.737,E00000024345,59.2907,Dato non in possesso,Insediamenti residenziali,9.223208589888971,45.47674943868428,"(45.47674943868428, 9.223208589888971)"
644,27.93,E00000024356,220.546,Dato non in possesso,Insediamenti residenziali,9.197526162044872,45.476779982833065,"(45.476779982833065, 9.197526162044872)"
645,26.2,E00000024351,154.844,Dato non in possesso,Insediamenti residenziali,9.20063565011049,45.47713343916207,"(45.47713343916207, 9.20063565011049)"
646,12.34,E00000026878,34.3403,Dato non in possesso,Insediamenti residenziali,9.228685703737616,45.487465106953564,"(45.487465106953564, 9.228685703737616)"
647,15.786,E00000025060,71.5476,Dato non in possesso,Insediamenti residenziali,9.218328817397891,45.48020534088188,"(45.48020534088188, 9.218328817397891)"
648,60.659,E00000023338,107.974,Dato non in possesso,Insediamenti residenziali,9.166020491869844,45.472123178800054,"(45.472123178800054, 9.166020491869844)"
649,18.826,E00000023445,54.6583,Dato non in possesso,Insediamenti residenziali,9.215437535135909,45.47335044438183,"(45.47335044438183, 9.215437535135909)"
650,8.046,E00000032394,121.842,Dato non in possesso,Insediamenti residenziali,9.218142106920107,45.47404505599285,"(45.47404505599285, 9.218142106920107)"
651,21.24,E00000032532,24.8939,Dato non in possesso,Insediamenti residenziali,9.218290607587655,45.47806583997741,"(45.47806583997741, 9.218290607587655)"
652,15.644,E00000025350,18.8504,Dato non in possesso,Insediamenti residenziali,9.220064931347755,45.48166909230203,"(45.48166909230203, 9.220064931347755)"
653,25.5,E00000026150,90.3844,Dato non in possesso,Insediamenti residenziali,9.231016783964208,45.48459920967812,"(45.48459920967812, 9.231016783964208)"
654,16.777,E00000026291,133.041,Dato non in possesso,Insediamenti residenziali,9.219108442242565,45.48532413574541,"(45.48532413574541, 9.219108442242565)"
655,26.86,E00000032321,74.6501,Dato non in possesso,Insediamenti residenziali,9.194407230117415,45.47352678001068,"(45.47352678001068, 9.194407230117415)"
656,5.72,E00000024866,219.751,Dato non in possesso,Insediamenti residenziali,9.208165625945094,45.47884660152046,"(45.47884660152046, 9.208165625945094)"
657,12.48,E00000025861,52.2897,Dato non in possesso,Insediamenti residenziali,9.222612979446627,45.48335603857519,"(45.48335603857519, 9.222612979446627)"
658,16.2,E00000022462,161.213,Dato non in possesso,Insediamenti residenziali,9.193411679055021,45.47231666527635,"(45.47231666527635, 9.193411679055021)"
659,22.472,E00000023613,55.86,COMUNE MILANO,Insediamenti residenziali,9.191855570341868,45.47350167336862,"(45.47350167336862, 9.191855570341868)"
660,60.938,E00000023340,86.3427,Dato non in possesso,Insediamenti residenziali,9.166610260163445,45.47252041655739,"(45.47252041655739, 9.166610260163445)"
661,6.253,E00000032506,238.913,Dato non in possesso,"Insediamenti industriali, artigianali, commerciali",9.249193698437788,45.47383492538357,"(45.47383492538357, 9.249193698437788)"
662,27.254,E00000025072,45.3882,Dato non in possesso,Insediamenti residenziali,9.217572808078545,45.48015273470014,"(45.48015273470014, 9.217572808078545)"
663,34.633,E00000023718,231.695,Dato non in possesso,Insediamenti residenziali,9.21793664676783,45.47475674536325,"(45.47475674536325, 9.21793664676783)"
664,5.603,E00000023158,437.669,Dato non in possesso,Insediamenti residenziali,9.235240704116187,45.47295485523579,"(45.47295485523579, 9.235240704116187)"
665,23.192,E00000024087,68.409,Dato non in possesso,Insediamenti residenziali,9.209546170125485,45.4760994599371,"(45.4760994599371, 9.209546170125485)"
666,11.34,E00000024654,161.952,COMUNE MILANO,Sport,9.201514727913477,45.47890493061141,"(45.47890493061141, 9.201514727913477)"
667,16.85,E00000022866,58.8921,Dato non in possesso,Insediamenti residenziali,9.190867790715851,45.4726889651069,"(45.4726889651069, 9.190867790715851)"
668,22.812,E00000025304,71.4508,Dato non in possesso,Insediamenti residenziali,9.21231197990675,45.480631799421154,"(45.480631799421154, 9.21231197990675)"
669,14.043,E00000024649,85.9224,Dato non in possesso,Insediamenti residenziali,9.219577714724736,45.478446591910014,"(45.478446591910014, 9.219577714724736)"
670,10.114,E00000032437,178.373,Dato non in possesso,Insediamenti residenziali,9.215623882547382,45.475059340038506,"(45.475059340038506, 9.215623882547382)"
671,17.15,E00000025797,175.596,Dato non in possesso,Insediamenti residenziali,9.233753323139712,45.4826810065261,"(45.4826810065261, 9.233753323139712)"
672,18.163,E00000033764,77.579,Dato non in possesso,Insediamenti residenziali,9.21862159609441,45.48143485107987,"(45.48143485107987, 9.21862159609441)"
673,5.044,E00000023985,119.698,Dato non in possesso,Insediamenti residenziali,9.21916192137845,45.47575797404101,"(45.47575797404101, 9.21916192137845)"
674,15.715,E00000032712,121.413,Dato non in possesso,Insediamenti residenziali,9.213044970106475,45.480932419072325,"(45.480932419072325, 9.213044970106475)"
675,34.595,E00000024057,517.479,Dato non in possesso,Insediamenti residenziali,9.217461424326732,45.47618686533917,"(45.47618686533917, 9.217461424326732)"
676,23.334,E00000024600,16.8934,Dato non in possesso,Insediamenti residenziali,9.222511580098438,45.47832018616515,"(45.47832018616515, 9.222511580098438)"
677,30.467,E00000023589,88.3609,Dato non in possesso,Insediamenti residenziali,9.213808776622257,45.4737013172553,"(45.4737013172553, 9.213808776622257)"
678,5.832,E00000025729,121.594,Dato non in possesso,Insediamenti residenziali,9.232230623106199,45.48285144791385,"(45.48285144791385, 9.232230623106199)"
679,24.32,E00000026150,123.187,Dato non in possesso,Insediamenti residenziali,9.231416721073195,45.484681452134176,"(45.484681452134176, 9.231416721073195)"
680,8.94,E00000027597,180.359,Dato non in possesso,Insediamenti residenziali,9.222184938859503,45.491220125039675,"(45.491220125039675, 9.222184938859503)"
681,7.52,E00000027251,1119.77,Dato non in possesso,"Insediamenti industriali, artigianali, commerciali",9.234194412430869,45.48949973650989,"(45.48949973650989, 9.234194412430869)"
682,19.204,E00000024473,17.0839,Dato non in possesso,Insediamenti residenziali,9.21917130698457,45.4779308644407,"(45.4779308644407, 9.21917130698457)"
683,34.435,E00000022720,175.494,Dato non in possesso,Insediamenti residenziali,9.236250281574756,45.47213148877637,"(45.47213148877637, 9.236250281574756)"
684,18.018,E00000025350,10.7353,Dato non in possesso,Insediamenti residenziali,9.22007080912191,45.48164389429841,"(45.48164389429841, 9.22007080912191)"
